 gene    name , gene    ENS ,Skin-SunExposed(Lowerleg)
 IL4I1,ENSG00000104951,0.140608190373726
 CST11,ENSG00000125831,0.498149900051626
 IFNA8,ENSG00000120242,-0.246495772450417
 IFNA2,ENSG00000188379,-0.231613797347737
 IFNA1,ENSG00000197919,-0.436726631343205
 IFNA6,ENSG00000120235,-0.385890533499512
 IFNA5,ENSG00000147873,0.506610161787108
 TIMM22,ENSG00000177370,0.152433861620022
 TIMM21,ENSG00000075336,-0.498727557666039
 CRYAB,ENSG00000109846,-0.731340117617879
 SLC33A1,ENSG00000169359,-0.143236781926992
 STRA13,ENSG00000169689,0.165794004724607
 ELF1,ENSG00000120690,0.608187946924931
 ELF3,ENSG00000163435,1.44569138038276
 ELF2,ENSG00000109381,-0.0836036491648239
 ELF5,ENSG00000135374,3.95580445756626
 ELF4,ENSG00000102034,1.16015181243599
 ZRSR1,ENSG00000212643,0.178795282179539
 ZRSR2,ENSG00000169249,-0.183634005025836
 UPK3B,ENSG00000243566,1.6029291126855
 UPK3A,ENSG00000100373,-1.11673751594274
 LDHD,ENSG00000166816,-0.924014094750367
 GMPR2,ENSG00000100938,-0.374723631407607
 LDHA,ENSG00000134333,0.656428907158176
 LDHB,ENSG00000111716,-1.63635395957189
 LDHC,ENSG00000166796,0.64657599748322
 SLFN11,ENSG00000172716,-0.417554685711517
 CFL2,ENSG00000165410,-1.77059877559684
 CFL1,ENSG00000172757,0.113962863289509
 SIGLEC6,ENSG00000105492,2.06203532474401
 PLEKHG2,ENSG00000090924,-0.558275348489869
 PLEKHG3,ENSG00000126822,0.381670306887129
 H1FOO,ENSG00000178804,-0.139546986980753
 PLEKHG1,ENSG00000120278,0.467454665359145
 PLEKHG6,ENSG00000008323,2.61665035281871
 PLEKHG7,ENSG00000187510,-0.453747058095154
 PLEKHG4,ENSG00000196155,0.835208641981771
 PLEKHG5,ENSG00000171680,1.76048945323165
 SIGLEC1,ENSG00000088827,0.962312047944653
 SERPINH1,ENSG00000149257,0.242995562188044
 RNF14,ENSG00000013561,-0.481037097834631
 RNF17,ENSG00000132972,-0.283601098109298
 RNF10,ENSG00000022840,-0.119126706496932
 RNF11,ENSG00000123091,-0.982658708852907
 RNF13,ENSG00000082996,-0.207231965894646
 CAMK1,ENSG00000134072,-1.15214542232337
 CAMK4,ENSG00000152495,-2.61885961402656
 HMGCLL1,ENSG00000146151,-2.10949616652264
 FOXQ1,ENSG00000164379,3.74599912707225
 CAMKV,ENSG00000164076,-0.566388153729249
 AC016722.1,ENSG00000222005,-0.134102875781352
 COL7A1,ENSG00000114270,2.07028586990828
 LAPTM5,ENSG00000162511,0.0824075965776692
 FAM187B,ENSG00000177558,-0.41003653472264
 FAM183A,ENSG00000186973,2.62356771788592
 ARFRP1,ENSG00000101246,-0.475848615261042
 FAM183B,ENSG00000164556,2.043388611821
 FLJ27365,ENSG00000197182,0.883243977451923
 RIT2,ENSG00000152214,-2.42970679940389
 RIT1,ENSG00000143622,-0.218849445518061
 HRH4,ENSG00000134489,0.744076157201017
 HRH2,ENSG00000113749,-0.102441690385212
 HRH3,ENSG00000101180,-0.185998418783823
 HRH1,ENSG00000196639,0.825903725343235
 RALGAPA2,ENSG00000188559,0.590339572344864
 TPRN,ENSG00000176058,0.885339033499397
 SLC35D3,ENSG00000182747,0.894348409260155
 COL4A5,ENSG00000188153,0.37731269093644
 COL4A4,ENSG00000081052,-1.18589547028515
 COL4A3,ENSG00000169031,-0.651169974937797
 COL4A2,ENSG00000134871,0.386079495312479
 COL4A1,ENSG00000187498,0.0949156311660001
 HLX,ENSG00000136630,0.281762497574311
 HLCS,ENSG00000159267,-0.515430515478144
 COX7C,ENSG00000127184,-0.4944295059799
 HLF,ENSG00000108924,0.45386098748877
 TMPRSS11A,ENSG00000187054,-1.96362844451559
 TMPRSS11B,ENSG00000185873,-1.33133697735972
 TMPRSS11D,ENSG00000153802,-0.0820255982303158
 TMPRSS11E,ENSG00000087128,3.19377837662006
 TMPRSS11F,ENSG00000198092,5.13594545039232
 COX4I2,ENSG00000131055,0.267490983396732
 COX4I1,ENSG00000131143,-0.0355998921076147
 EDA,ENSG00000158813,0.772674331074472
 CCDC117,ENSG00000159873,-0.225368981118733
 CCDC114,ENSG00000105479,1.05683956364978
 CCDC115,ENSG00000136710,0.466551281713876
 CCDC112,ENSG00000164221,-0.69236839769196
 MCF2L,ENSG00000126217,-0.301723542263599
 CCDC110,ENSG00000168491,-1.35552298855381
 IPO11,ENSG00000086200,-0.119277610491449
 IPO13,ENSG00000117408,-0.512275874374461
 ZNF780A,ENSG00000197782,-0.494438124813682
 ZNF780B,ENSG00000128000,-1.13911138880759
 FRG1,ENSG00000109536,-0.0387797318372078
 C20orf141,ENSG00000258713,-0.391552969612989
 RP11-276H1.3,ENSG00000175604,0.642148279540249
 MCM10,ENSG00000065328,1.17275988493384
 IGFBPL1,ENSG00000137142,-1.67159340735888
 LRGUK,ENSG00000155530,0.952430670077172
 OR5P3,ENSG00000182334,2.74405670160593
 OR5P2,ENSG00000183303,2.96477996752705
 ATP6V0E1,ENSG00000113732,0.255459413783307
 ATP6V0E2,ENSG00000171130,-0.846826455369817
 SIX4,ENSG00000100625,-1.95746090288864
 SIX5,ENSG00000177045,0.260357986938729
 SIX6,ENSG00000184302,-0.187094413626189
 SIX1,ENSG00000126778,-0.288454686701699
 SIX2,ENSG00000170577,0.112303431067739
 SIX3,ENSG00000138083,-0.703927915166418
 KNDC1,ENSG00000171798,-1.48571997048617
 C3orf79,ENSG00000237787,1.35673973820654
 C3orf72,ENSG00000206262,-0.774202137178631
 C3orf70,ENSG00000187068,-0.314723250181908
 RTBDN,ENSG00000132026,-0.539041814391077
 FAM81A,ENSG00000157470,0.0516681649014525
 UQCRC2,ENSG00000140740,-0.060766034255724
 XPNPEP1,ENSG00000108039,0.582671280057477
 XPNPEP2,ENSG00000122121,2.68481836171294
 UQCRC1,ENSG00000010256,0.0727085652284141
 GGCX,ENSG00000115486,-0.304925263020959
 PAPLN,ENSG00000100767,0.983070467003546
 RETSAT,ENSG00000042445,0.682113732258453
 KHDRBS1,ENSG00000121774,-0.128167232966101
 KHDRBS3,ENSG00000131773,-0.96801448392201
 KHDRBS2,ENSG00000112232,-2.60678912726168
 LHCGR,ENSG00000138039,1.28152148502711
 OR1Q1,ENSG00000165202,1.40996585191159
 KRTAP10-12,ENSG00000189169,1.28604329556323
 KRTAP10-11,ENSG00000243489,1.24662745792931
 LRFN1,ENSG00000128011,0.0470656738733287
 GJA1,ENSG00000152661,1.78430860656458
 GJA3,ENSG00000121743,0.699370072628219
 GJA4,ENSG00000187513,-0.200739759499263
 GJA8,ENSG00000121634,-0.0949302681907603
 KDM3B,ENSG00000120733,0.297671121174342
 KDM3A,ENSG00000115548,0.564695359946896
 EIF2B4,ENSG00000115211,0.270351924097288
 EIF2B5,ENSG00000145191,0.216930242022487
 EIF2B2,ENSG00000119718,-0.105313168673909
 EIF2B3,ENSG00000070785,-0.174310529125773
 EIF2B1,ENSG00000111361,0.155946533248249
 QPRT,ENSG00000103485,-0.442138016451731
 TMEM14E,ENSG00000221962,0.0857644372117277
 TMEM14C,ENSG00000111843,-0.164898435193568
 TMEM14B,ENSG00000137210,-0.337783473959179
 TMEM14A,ENSG00000096092,-1.00743211975824
 LURAP1,ENSG00000171357,-0.212159321308658
 TPBGL,ENSG00000261594,0.593724409055751
 C9orf129,ENSG00000204352,-0.82157987122171
 MYT1L,ENSG00000186487,-2.75334827937089
 CFHR2,ENSG00000080910,-0.193892737102074
 CFHR3,ENSG00000116785,0.433710354487083
 CFHR1,ENSG00000244414,0.233502080059323
 CFHR4,ENSG00000134365,-0.480232666951108
 CFHR5,ENSG00000134389,-0.324794918286935
 LRFN5,ENSG00000165379,0.499153636980157
 TMEM147,ENSG00000105677,0.676619538580121
 TMEM145,ENSG00000167619,-0.79058139613464
 TMEM144,ENSG00000164124,-1.16421415234989
 FOXL2,ENSG00000183770,-1.00019670780154
 TMEM141,ENSG00000244187,0.203917796004012
 TMEM140,ENSG00000146859,-0.428595071097071
 RTKN2,ENSG00000182010,0.398485471471262
 FAM32A,ENSG00000105058,0.397105817497744
 FER1L6,ENSG00000214814,-0.194439094763375
 ZMAT1,ENSG00000166432,-1.23714424827802
 ZMAT3,ENSG00000172667,-0.000725945589170087
 ZMAT2,ENSG00000146007,0.0507704831861969
 ZMAT5,ENSG00000100319,0.0495663221439082
 ZMAT4,ENSG00000165061,-0.991808684779452
 MYBL1,ENSG00000185697,-1.21879816229408
 SMOC2,ENSG00000112562,0.491766601412478
 SMOC1,ENSG00000198732,-1.13700852964769
 MYBL2,ENSG00000101057,2.27854302403259
 C11orf16,ENSG00000176029,-1.3920904039493
 SBK2,ENSG00000187550,-0.767461004969566
 LILRB5,ENSG00000105609,1.22889227260873
 CADPS,ENSG00000163618,0.801285147030516
 LILRB2,ENSG00000131042,-0.179999834477262
 SBK3,ENSG00000231274,-0.345820658723975
 TARS,ENSG00000113407,-0.190784015623885
 TUFM,ENSG00000178952,0.132687254881607
 MAMSTR,ENSG00000176909,-0.714613740606732
 PDF,ENSG00000258429,0.714959736729122
 SRPX2,ENSG00000102359,0.096953491030867
 MBNL1,ENSG00000152601,-0.075973812988102
 MBNL2,ENSG00000139793,-0.851361171647552
 MBNL3,ENSG00000076770,0.881413229762697
 A1BG,ENSG00000121410,-0.548939101904664
 LRFN3,ENSG00000126243,-0.153403369087675
 NKX2-8,ENSG00000136327,-0.750498500546844
 MYCBP,ENSG00000214114,0.408160897850884
 PCDH20,ENSG00000197991,-0.231801832509027
 C16orf70,ENSG00000125149,0.898348359040215
 LYRM5,ENSG00000205707,-0.478163324230262
 C16orf72,ENSG00000182831,-0.0464119403012421
 LRFN4,ENSG00000173621,0.024013798772351
 C16orf78,ENSG00000166152,-0.173177623715225
 HABP4,ENSG00000130956,-0.835180263558907
 ZNF853,ENSG00000236609,-0.598909967970884
 ZNF852,ENSG00000178917,0.338203095625203
 HABP2,ENSG00000148702,-1.32617092854174
 ZNF850,ENSG00000267041,0.346286785022488
 NDRG1,ENSG00000104419,0.735550222358315
 NDRG2,ENSG00000165795,-0.160303964102276
 NDRG3,ENSG00000101079,-0.564374296985044
 NDRG4,ENSG00000103034,-0.0546329344573912
 SRSF5,ENSG00000100650,0.110413830349541
 SRSF4,ENSG00000116350,0.0699649681869188
 SRSF7,ENSG00000115875,-0.399125141350863
 SRSF6,ENSG00000124193,-0.192204908009788
 SRSF1,ENSG00000136450,-0.243351309613266
 SRSF3,ENSG00000112081,-0.172625057250054
 SRSF2,ENSG00000161547,-0.100942753565335
 SRSF9,ENSG00000111786,0.240052581770867
 NKX2-4,ENSG00000125816,-0.0786120232786104
 CISD2,ENSG00000145354,-0.184431022616854
 CISD1,ENSG00000122873,-0.76204267453284
 CLNS1A,ENSG00000074201,-0.343583698466792
 ZNF581,ENSG00000171425,0.627791706008045
 ZNF580,ENSG00000213015,-0.0216827738726879
 ZNF582,ENSG00000018869,-0.67894133967871
 TIPARP,ENSG00000163659,0.485606840977131
 ZNF584,ENSG00000171574,0.568190461774525
 ZNF587,ENSG00000198466,-0.141416992621479
 ZNF586,ENSG00000083828,0.114830302568283
 ZNF589,ENSG00000164048,0.218718592040201
 ASUN,ENSG00000064102,-0.236731799399245
 MTRF1L,ENSG00000112031,-0.257291513789075
 ZER1,ENSG00000160445,0.081740768969898
 PPAPDC1B,ENSG00000147535,-0.524409709539479
 PPAPDC1A,ENSG00000203805,0.497788473749092
 HIST2H2AA4,ENSG00000203812,0.182644818998083
 TTYH1,ENSG00000167614,0.185564692494906
 TSSK6,ENSG00000178093,1.13645937071328
 ZNF324,ENSG00000083812,0.452771760732165
 TSSK4,ENSG00000139908,0.343199741545187
 ZNF326,ENSG00000162664,-0.0675755583877905
 SRF,ENSG00000112658,-0.271279103171865
 TSSK3,ENSG00000162526,0.580999155082936
 SRI,ENSG00000075142,-0.764630756845597
 ZNF329,ENSG00000181894,-0.0987727479159869
 SRL,ENSG00000185739,-1.02050987746661
 SRM,ENSG00000116649,-0.064998409214173
 SRR,ENSG00000167720,0.110428478855901
 SF3B3,ENSG00000189091,0.529807051830029
 SRY,ENSG00000184895,3.08154815650525
 CYP17A1,ENSG00000148795,-0.852187053060993
 EIF2AK1,ENSG00000086232,0.317600508473037
 EIF2AK3,ENSG00000172071,0.0337301807236641
 EIF2AK2,ENSG00000055332,-0.562596533214389
 EIF2AK4,ENSG00000128829,-0.241284383123803
 FAM136A,ENSG00000035141,0.0264623191165737
 PLAUR,ENSG00000011422,0.146159356611018
 LOR,ENSG00000203782,8.85167111044699
 SLCO1B3,ENSG00000111700,-0.814084917320379
 SLCO1B7,ENSG00000205754,-0.430212520043463
 LOX,ENSG00000113083,1.2101309388999
 TIMM17B,ENSG00000126768,0.0279780705645581
 TIMM17A,ENSG00000134375,-0.355199258555145
 TPSD1,ENSG00000095917,2.30382517207839
 PIGA,ENSG00000165195,-0.0902226452318605
 PIGB,ENSG00000069943,-0.0147056360433276
 PIGC,ENSG00000135845,0.818881290754237
 PIGF,ENSG00000151665,-0.254230502606828
 PIGG,ENSG00000174227,0.239052851952209
 PIGH,ENSG00000100564,0.302977049428593
 PIGK,ENSG00000142892,-0.729102252258961
 PIGL,ENSG00000108474,0.787244924332155
 PIGM,ENSG00000143315,0.0298703206514597
 PIGN,ENSG00000197563,0.601035615153125
 PIGO,ENSG00000165282,0.0163374674143742
 TMEM194A,ENSG00000166881,0.610266720390483
 PIGQ,ENSG00000007541,0.00258610196015153
 PIGR,ENSG00000162896,-0.555651738141096
 TMEM194B,ENSG00000189362,0.0811046853991173
 PIGT,ENSG00000124155,0.392315474426999
 PIGU,ENSG00000101464,-0.115765358819786
 PIGV,ENSG00000060642,0.475065555713888
 PIGX,ENSG00000163964,-0.262152878909764
 PIGZ,ENSG00000119227,-0.0311834033857828
 ELAC1,ENSG00000141642,-0.0181252200748006
 BBIP1,ENSG00000214413,-0.578319475781864
 PUF60,ENSG00000179950,0.375129297744762
 PLVAP,ENSG00000130300,1.31433894096062
 NTRK1,ENSG00000198400,-2.43157820389335
 NTRK2,ENSG00000148053,-0.506340473264798
 SAP18,ENSG00000150459,-0.290666984371626
 COL19A1,ENSG00000082293,-1.43929717771297
 NKRF,ENSG00000186416,0.00578249145509074
 ATG2A,ENSG00000110046,0.670956129112823
 ATG2B,ENSG00000066739,0.611679519502307
 GPR3,ENSG00000181773,-0.294970641105869
 GPR1,ENSG00000183671,2.5219175967392
 GPR6,ENSG00000146360,-0.851500966114838
 GPR4,ENSG00000177464,-0.534986375300315
 C1orf35,ENSG00000143793,0.409489783680525
 SWT1,ENSG00000116668,-0.300017289478998
 FAM47A,ENSG00000185448,-0.149586500611884
 NCBP2L,ENSG00000170935,-0.601172397176261
 PTOV1,ENSG00000104960,-0.259871344490752
 LPPR5,ENSG00000117598,-1.29867581281792
 LPPR4,ENSG00000117600,0.169356628235718
 NHP2,ENSG00000145912,0.359879697169148
 LPPR1,ENSG00000148123,-1.40201605083848
 MRP63,ENSG00000173141,-0.178011378082427
 CKAP4,ENSG00000136026,0.793390896870969
 TPRKB,ENSG00000144034,-0.584001199921459
 HNF4G,ENSG00000164749,-2.52215779965281
 HNF4A,ENSG00000101076,0.0390538269572054
 HELLS,ENSG00000119969,0.836755671370411
 AKAP17A,ENSG00000197976,0.0826130935121429
 PDILT,ENSG00000169340,-0.339981085686041
 FAM195A,ENSG00000172366,-0.93300739102114
 HDHD1,ENSG00000130021,-0.50960272471513
 TMA7,ENSG00000232112,-0.382974390893401
 HDHD3,ENSG00000119431,0.531896768688373
 TALDO1,ENSG00000177156,0.141120738441434
 MBL2,ENSG00000165471,-0.429233199993249
 TCEB3B,ENSG00000206181,-0.63412125614213
 CRY2,ENSG00000121671,0.678963286475703
 KLK2,ENSG00000167751,-0.653225338188843
 CRYZ,ENSG00000116791,-0.128412450736461
 CRYM,ENSG00000103316,-0.208285926900919
 RP11-126K1.2,ENSG00000232671,-0.176401205596369
 PRLHR,ENSG00000119973,-0.814032605217611
 ADD2,ENSG00000075340,-1.60129608988516
 RP11-268J15.5,ENSG00000116883,1.1786679214636
 WEE2,ENSG00000214102,0.516189063289757
 WEE1,ENSG00000166483,1.06053359546056
 AAED1,ENSG00000158122,-0.0528542082378698
 AKAP4,ENSG00000147081,-0.486826591011715
 AKAP5,ENSG00000179841,-0.916076904090734
 AKAP6,ENSG00000151320,-1.82207090672622
 AKAP7,ENSG00000118507,-1.02893125796497
 AKAP1,ENSG00000121057,-0.253477979688446
 AKAP2,ENSG00000241978,-0.0914204963124076
 AKAP3,ENSG00000111254,-0.18503196497504
 EIF2D,ENSG00000143486,0.16255606897433
 AKAP8,ENSG00000105127,0.323594484661584
 AKAP9,ENSG00000127914,0.0625111168542519
 EIF2A,ENSG00000144895,-0.00254012076742325
 TUBE1,ENSG00000074935,-0.518774486808921
 KLHL34,ENSG00000185915,-0.00736880325416706
 TMEM99,ENSG00000167920,2.14715248849802
 PMFBP1,ENSG00000118557,0.469709454708957
 CETN3,ENSG00000153140,-0.747930292297425
 CETN2,ENSG00000147400,-0.468358292904325
 CETN1,ENSG00000177143,-0.628619278702162
 PCLO,ENSG00000186472,0.265238055124571
 CLPTM1,ENSG00000104853,0.346977416819566
 UCK1,ENSG00000130717,-0.283038269228965
 UCK2,ENSG00000143179,0.544514376898894
 PHRF1,ENSG00000070047,0.529548836991471
 FSIP2,ENSG00000188738,0.893477753571197
 FSIP1,ENSG00000150667,-1.4885543821663
 DNAJC8,ENSG00000126698,-0.250686402833791
 DNAJC9,ENSG00000213551,0.078146092407574
 DNAJC4,ENSG00000110011,0.131065136937239
 DNAJC5,ENSG00000101152,0.0843818305033918
 DNAJC6,ENSG00000116675,-1.33203712728349
 DNAJC7,ENSG00000168259,-0.077303270282392
 DNAJC1,ENSG00000136770,0.0546884875500143
 DNAJC2,ENSG00000105821,0.0930377831486905
 SORT1,ENSG00000134243,-0.322360911765008
 NRN1,ENSG00000124785,-0.187644247296823
 MAP3K6,ENSG00000142733,1.28527145575316
 RNF152,ENSG00000176641,0.97333309014554
 RNF150,ENSG00000170153,-1.23813430585425
 RNF151,ENSG00000179580,-0.503158287714423
 NUGGC,ENSG00000189233,0.403665392320713
 MECP2,ENSG00000169057,-0.289246970223008
 PET112,ENSG00000059691,-0.0766325353340311
 PEX5,ENSG00000139197,0.0115779487036964
 TAS2R8,ENSG00000121314,0.12911410352313
 TAS2R4,ENSG00000127364,0.371992200887076
 TAS2R5,ENSG00000127366,0.456180200438848
 TAS2R3,ENSG00000127362,0.998523060615421
 SPAG16,ENSG00000144451,-0.303588180447749
 SPAG17,ENSG00000155761,0.142752810980023
 CDK5RAP2,ENSG00000136861,-0.0351285881763288
 CDK5RAP1,ENSG00000101391,0.286838786885102
 BAX,ENSG00000087088,0.322705939988869
 BAD,ENSG00000002330,0.0483892201485604
 PMPCB,ENSG00000105819,0.0846184714316448
 PMPCA,ENSG00000165688,0.21913714442376
 FERMT1,ENSG00000101311,2.70834469982208
 NEO1,ENSG00000067141,0.956926004600491
 GZF1,ENSG00000125812,-0.523247587949837
 ATP6V1B1,ENSG00000116039,3.77356681116222
 ATP6V1B2,ENSG00000147416,0.368008897971242
 PIP5KL1,ENSG00000167103,0.994966117298912
 P2RY8,ENSG00000182162,-0.596794962697788
 P2RY2,ENSG00000175591,0.905301178735711
 SEC61G,ENSG00000132432,-0.163057654146938
 P2RY1,ENSG00000169860,1.55129013842673
 SEC61B,ENSG00000106803,0.161663014407682
 P2RY4,ENSG00000186912,2.41339227502143
 NCL,ENSG00000115053,0.216444268957952
 HDAC10,ENSG00000100429,0.094196997956268
 GUK1,ENSG00000143774,0.241342979383364
 WRAP73,ENSG00000116213,-0.101390184513229
 NDUFA4L2,ENSG00000185633,1.27567539219002
 ACR,ENSG00000100312,0.383935836108475
 OR6T1,ENSG00000181499,-0.124544563572003
 MEP1A,ENSG00000112818,-0.656548698434644
 MEP1B,ENSG00000141434,0.230935211691993
 ME2,ENSG00000082212,-0.942433143517228
 CEP104,ENSG00000116198,-0.189141763416737
 TCP11L1,ENSG00000176148,-0.278455699908487
 TCP11L2,ENSG00000166046,0.375064708901144
 ANGPT2,ENSG00000091879,-0.0690751404240785
 ANGPT1,ENSG00000154188,-1.32071254120231
 ANGPT4,ENSG00000101280,0.806307791790372
 N4BP2L1,ENSG00000139597,-0.236993980403943
 GPR32,ENSG00000142511,0.227066879791487
 SCAMP5,ENSG00000198794,-0.812734139045454
 GUCA1A,ENSG00000048545,-0.465640637475109
 GUCA1C,ENSG00000138472,-0.633456336242861
 GUCA1B,ENSG00000112599,0.690300637615179
 C17orf107,ENSG00000205710,0.790934956487761
 C17orf104,ENSG00000180336,0.153812746065138
 ATM,ENSG00000149311,-0.529583992511462
 ATR,ENSG00000175054,-0.0942649200827603
 HAAO,ENSG00000162882,0.216832594432908
 DOT1L,ENSG00000104885,0.453886631701708
 CARS,ENSG00000110619,0.369811578560349
 CARF,ENSG00000138380,-0.213518817734486
 SYCP3,ENSG00000139351,-0.409504560697221
 TAOK2,ENSG00000149930,-0.117767734415995
 SYCP1,ENSG00000198765,0.518522492800401
 SLC22A18,ENSG00000110628,1.45601020606202
 SLC22A16,ENSG00000004809,-0.29321085261948
 SLC22A17,ENSG00000092096,-0.648197683700677
 SLC22A14,ENSG00000144671,-1.10734503419481
 SLC22A15,ENSG00000163393,0.737471394763192
 SLC22A12,ENSG00000197891,-0.42562968522974
 SLC22A13,ENSG00000172940,-0.513199546138817
 SLC22A10,ENSG00000184999,-1.10208024892093
 SLC22A11,ENSG00000168065,-0.676349819247833
 NSMCE1,ENSG00000169189,-0.187493176638533
 NSMCE2,ENSG00000156831,-0.0797404126350789
 SERGEF,ENSG00000129158,-0.306043662066045
 SCARA3,ENSG00000168077,0.541284326682915
 SCARA5,ENSG00000168079,2.39546388819125
 ARHGDIG,ENSG00000242173,-2.46489962623219
 DNAJC5G,ENSG00000163793,-1.74832518218994
 ARHGDIB,ENSG00000111348,0.668060553516409
 ARHGDIA,ENSG00000141522,0.192695452015085
 USH1C,ENSG00000006611,-2.2696960691999
 USH1G,ENSG00000182040,4.65857076184572
 TOP1MT,ENSG00000184428,0.693034527628421
 TANC1,ENSG00000115183,1.35144712537157
 TANC2,ENSG00000170921,0.274967203772659
 CES1,ENSG00000198848,0.496924273224743
 CES3,ENSG00000172828,0.0503847522773083
 CES2,ENSG00000172831,-0.00217414992394244
 KBTBD12,ENSG00000187715,-1.38402129076333
 KBTBD11,ENSG00000176595,-1.2642565459035
 HBA1,ENSG00000206172,0.486231495027408
 UCP1,ENSG00000109424,-0.897497913294919
 UCP2,ENSG00000175567,-0.36189876848043
 UCP3,ENSG00000175564,-0.505606337751343
 FFAR4,ENSG00000186188,1.32747249208165
 ZNF90,ENSG00000213988,0.218751360409243
 ZNF92,ENSG00000146757,-0.980956476672755
 ZNF98,ENSG00000197360,-1.39765377167769
 ZNF99,ENSG00000213973,-1.08450488287022
 SAC3D1,ENSG00000168061,0.314081763623336
 RAET1E,ENSG00000164520,3.64978829912091
 RAET1G,ENSG00000203722,1.11781116990536
 TBX20,ENSG00000164532,-0.684560298504194
 FAM3C,ENSG00000196937,-0.192715093737905
 FAM3D,ENSG00000198643,1.80083305644888
 RAET1L,ENSG00000155918,3.99893143067388
 KRTAP4-4,ENSG00000171396,0.879266446420697
 KRTAP4-7,ENSG00000240871,1.47269940511462
 PRB1,ENSG00000251655,3.04865588193315
 PEX12,ENSG00000108733,-0.172641271633239
 FAM153A,ENSG00000170074,-0.0475486454750681
 FAM153B,ENSG00000182230,1.25357050973638
 FAM153C,ENSG00000204677,0.32776640064522
 RNPEPL1,ENSG00000142327,0.413253822151864
 SHC4,ENSG00000185634,-0.64221226617864
 ERBB3,ENSG00000065361,1.92403249069672
 ATPAF1,ENSG00000123472,-0.765425510041258
 SHC1,ENSG00000160691,0.172899238972435
 ERBB4,ENSG00000178568,-1.51248079816605
 SHC3,ENSG00000148082,0.919231750304178
 FPR1,ENSG00000171051,-1.35917889722946
 FPR2,ENSG00000171049,-1.00831749212531
 FPR3,ENSG00000187474,0.72047712096251
 SMPDL3B,ENSG00000130768,0.647954327292791
 BRK1,ENSG00000254999,0.120019452038146
 SMPDL3A,ENSG00000172594,1.48972229613891
 ZCWPW2,ENSG00000206559,-0.611075496677875
 ZCWPW1,ENSG00000078487,-0.11421506288134
 CDC16,ENSG00000130177,0.0270074574862716
 AHNAK,ENSG00000124942,1.17796405942825
 AMOTL2,ENSG00000114019,0.627802661350695
 FRMD8,ENSG00000126391,0.699172755151941
 IMMP1L,ENSG00000148950,-0.435731267514597
 SPICE1,ENSG00000163611,0.162173873427123
 FRMD1,ENSG00000153303,-0.562077694616931
 PKNOX2,ENSG00000165495,-0.457460033543407
 FRMD3,ENSG00000172159,-0.667976482935837
 CYP26C1,ENSG00000187553,-0.542540116737828
 DPF2,ENSG00000133884,-0.258714422394721
 RPS13,ENSG00000110700,0.590799004819355
 DPF1,ENSG00000011332,-0.476333847892457
 GPALPP1,ENSG00000133114,-0.258583723421001
 LALBA,ENSG00000167531,0.248706677063872
 VPS45,ENSG00000136631,-0.0990792908701388
 VPS41,ENSG00000006715,-0.171619847017816
 BCAP29,ENSG00000075790,-0.51743887458268
 ECT2L,ENSG00000203734,0.553723227204828
 TAS2R30,ENSG00000256188,0.467724561152127
 TAS2R31,ENSG00000256436,-0.0508784221467743
 RPL36A,ENSG00000241343,0.842534087136751
 VPS4A,ENSG00000132612,0.0380030382249106
 VPS4B,ENSG00000119541,0.350370628313441
 RELB,ENSG00000104856,0.673331745995071
 GMEB2,ENSG00000101216,0.0312353832027741
 GMEB1,ENSG00000162419,0.213640384347376
 RRP36,ENSG00000124541,0.367426115208349
 SZRD1,ENSG00000055070,0.253799996770676
 PPP1R15A,ENSG00000087074,0.0730126910853259
 PPP1R15B,ENSG00000158615,-0.185435709330655
 BLMH,ENSG00000108578,1.99788631591241
 SPDYE1,ENSG00000136206,0.222668463610219
 SPDYE3,ENSG00000214300,-0.256908646522108
 SPDYE2,ENSG00000205238,0.284007808467796
 KLF13,ENSG00000169926,0.48455616987022
 VEPH1,ENSG00000197415,1.81182692174506
 KLF11,ENSG00000172059,0.572878754366122
 KLF10,ENSG00000155090,1.00858267642571
 KLF17,ENSG00000171872,-1.03291600493007
 KLF15,ENSG00000163884,-1.10025181246795
 GBE1,ENSG00000114480,-0.0828056115261614
 KLK1,ENSG00000167748,4.40746092979013
 ADNP2,ENSG00000101544,0.51995061913314
 TENC1,ENSG00000111077,-0.284664092981157
 NDUFS1,ENSG00000023228,-0.209315725551998
 NDUFS2,ENSG00000158864,-0.00916931970096875
 NDUFS3,ENSG00000213619,-0.0811754772886862
 NDUFS4,ENSG00000164258,-0.0789381827125065
 NDUFS5,ENSG00000168653,-0.237877150578606
 NDUFS6,ENSG00000145494,-0.118709692744052
 NDUFS7,ENSG00000115286,-0.345321562259027
 NDUFS8,ENSG00000110717,-0.167179521974726
 FAM198A,ENSG00000144649,-0.213746128551701
 FAM198B,ENSG00000164125,-1.59393353744447
 ZRANB1,ENSG00000019995,0.0609232461342544
 ZRANB3,ENSG00000121988,-0.511391561086345
 ZRANB2,ENSG00000132485,-0.368451049975802
 PLCXD3,ENSG00000182836,-1.80218641299235
 KLK8,ENSG00000129455,5.82673424892816
 ATP9B,ENSG00000166377,0.185888683643578
 ATP9A,ENSG00000054793,-1.0374085887199
 MICAL1,ENSG00000135596,-0.0104725729448006
 MICAL2,ENSG00000133816,-0.69376397133526
 MICAL3,ENSG00000243156,-0.709008811817071
 GRXCR1,ENSG00000215203,-0.0905695088933002
 FAM218A,ENSG00000250486,-1.1885516634651
